t_s,rtt_ms,bytesIn,bytesOut
0.000,0,0,0
0.275,0,0,0
0.512,0,0,0
0.727,0,0,0
0.936,0,0,0
1.140,0,840,272
1.344,0,0,0
1.545,0,0,0
1.746,0,0,0
1.947,33,0,0
2.152,33,20,158
2.353,33,0,0
2.556,33,0,0
2.760,33,0,0
2.964,29,0,0
3.164,29,20,158
3.367,29,0,0
3.567,29,0,0
3.768,29,0,0
3.974,25,0,0
4.177,25,20,158
4.382,25,0,0
4.587,25,0,0
4.788,25,0,0
4.989,25,0,0
5.191,25,20,158
5.394,25,0,0
5.598,25,0,0
5.801,25,0,0
6.003,25,0,0
6.206,27,20,158
6.410,27,0,0
6.612,27,0,0
6.813,27,0,0
7.016,27,0,0
7.216,23,20,158
7.420,23,0,0
7.621,23,0,0
7.824,23,0,0
8.029,23,0,0
8.229,23,20,158
8.431,23,0,0
8.636,23,0,0
8.841,23,0,0
9.042,23,0,0
9.247,23,20,158
9.451,23,0,0
9.653,23,0,0
9.859,23,0,0
10.060,20,0,0
10.262,20,20,158
10.463,20,0,0
10.664,20,0,0
10.867,20,0,0
11.072,20,10,158
11.272,17,0,0
11.475,17,0,0
11.676,17,0,0
11.879,17,0,0
12.083,17,20,148
12.288,18,0,0
12.492,18,0,0
12.693,18,0,0
12.893,18,0,0
13.098,18,20,158
13.299,17,0,0
13.503,17,0,0
13.708,17,0,0
13.909,17,0,0
14.109,17,20,158
14.311,20,0,0
14.512,20,0,0
14.715,20,0,0
14.919,20,0,0
15.124,20,20,158
15.325,25,0,0
15.528,25,0,0
15.730,25,0,0
15.930,25,0,0
16.131,25,20,158
16.335,28,0,0
16.540,28,0,0
16.741,28,0,0
16.941,28,0,0
17.144,28,20,158
17.346,32,0,0
17.547,32,0,0
17.748,32,0,0
17.948,32,0,0
18.151,32,20,158
18.352,32,0,0
18.555,32,0,0
18.759,32,0,0
18.961,32,0,0
19.164,32,20,158
19.364,28,0,0
19.569,28,0,0
19.773,28,0,0
19.977,28,0,0
20.182,28,20,158
20.383,27,0,0
20.583,27,0,0
20.784,27,0,0
20.990,27,0,0
21.192,27,20,158
21.395,22,0,0
21.598,22,0,0
21.800,22,0,0
22.001,22,0,0
22.202,22,20,158
22.403,15,0,0
22.607,15,0,0
22.809,15,0,0
23.011,15,0,0
23.215,15,20,158
23.416,18,0,0
23.619,18,0,0
23.821,18,0,0
24.024,18,0,0
24.229,18,20,158
24.435,20,0,0
24.635,20,0,0
24.836,20,0,0
25.039,20,0,0
25.241,20,20,158
25.444,20,0,0
25.644,20,0,0
25.846,20,0,0
26.047,20,0,0
26.249,20,20,158
26.450,22,0,0
26.654,22,0,0
26.855,22,0,0
27.058,22,0,0
27.260,22,20,158
27.461,28,0,0
27.666,28,0,0
27.868,28,0,0
28.073,28,0,0
28.276,28,20,158
28.477,25,0,0
28.681,25,0,0
28.882,25,0,0
29.084,25,0,0
29.285,25,20,158
29.487,23,0,0
29.689,23,0,0
29.891,23,0,0
30.095,23,0,0
30.298,23,20,158
30.499,22,0,0
30.703,22,0,0
30.907,22,0,0
31.112,22,0,0
31.315,22,20,158
31.519,23,0,0
31.721,23,0,0
31.924,23,0,0
32.124,23,0,0
32.326,23,20,158
32.527,22,0,0
32.732,22,0,0
32.936,22,0,0
33.136,22,0,0
33.340,22,20,158
33.541,23,0,0
33.745,23,0,0
33.947,23,0,0
34.150,23,0,0
34.355,23,20,158
34.556,23,0,0
34.760,23,0,0
34.961,23,0,0
35.162,23,0,0
35.363,23,20,158
35.569,23,0,0
35.771,23,0,0
35.975,23,0,0
36.179,23,0,0
36.383,23,20,158
36.585,25,0,0
36.787,25,0,0
36.992,25,0,0
37.196,25,20,158
37.396,25,0,0
37.602,23,0,0
37.806,23,0,0
38.009,23,0,0
38.212,23,20,158
38.416,23,0,0
38.645,20,0,0
38.849,20,0,0
39.050,20,0,0
39.255,20,20,158
39.455,20,0,0
39.659,20,0,0
39.862,20,0,0
40.068,20,0,0
40.271,20,20,158
40.471,20,0,0
40.674,20,0,0
40.878,18,0,0
41.078,18,0,0
41.278,18,20,158
41.484,18,0,0
41.687,18,0,0
41.887,15,0,0
42.092,15,0,0
42.295,15,20,158
42.500,15,0,0
42.702,15,0,0
42.904,18,0,0
43.105,18,0,0
43.309,18,20,158
43.510,18,0,0
43.711,18,0,0
43.913,22,0,0
44.113,22,0,0
44.316,22,20,158
44.519,22,0,0
44.722,22,0,0
44.927,27,0,0
45.131,27,0,0
45.334,27,20,158
45.538,27,0,0
45.740,27,0,0
45.944,30,0,0
46.145,30,0,0
46.347,30,20,158
46.548,30,0,0
46.750,30,0,0
46.952,30,0,0
47.155,30,0,0
47.358,30,20,158
47.561,30,0,0
47.761,30,0,0
47.964,30,0,0
48.164,30,0,0
48.366,30,20,158
48.566,30,0,0
48.770,30,0,0
48.974,28,0,0
49.177,28,0,0
49.380,28,20,158
49.583,28,0,0
49.784,28,0,0
49.988,23,0,0
50.188,23,0,0
50.392,23,20,158
50.594,23,0,0
50.795,23,0,0
50.995,23,0,0
51.198,23,0,0
51.402,23,20,158
51.606,23,0,0
51.810,23,0,0
52.013,23,0,0
52.216,23,0,0
52.420,23,20,158
52.621,23,0,0
52.822,23,0,0
53.024,18,0,0
53.225,18,0,0
53.428,18,20,158
53.632,18,0,0
53.833,18,0,0
54.037,20,0,0
54.239,20,0,0
54.442,20,20,158
54.644,20,0,0
54.846,20,0,0
55.047,25,0,0
55.251,25,0,0
55.451,25,20,306
55.654,25,0,0
55.859,25,0,0
56.061,23,0,0
56.262,23,0,0
56.465,23,20,10
56.670,23,0,0
56.874,23,0,0
57.074,28,0,0
57.276,28,0,0
57.477,28,20,158
57.680,28,0,0
57.883,28,0,0
58.087,32,0,0
58.288,32,20,158
58.493,32,0,0
58.694,32,0,0
58.895,32,0,0
59.096,30,0,0
59.299,30,20,158
59.502,30,0,0
59.703,30,0,0
59.903,30,0,0
60.107,27,0,0
60.313,27,20,158
60.516,27,0,0
60.718,27,0,0
60.924,27,0,0
61.126,28,0,0
61.332,28,20,158
61.533,28,0,0
61.733,28,0,0
61.936,28,0,0
62.137,23,0,0
62.342,23,20,306
62.546,23,0,0
62.749,23,0,0
62.950,23,0,0
63.156,20,0,0
63.361,20,20,158
63.563,20,0,0
63.764,20,0,0
63.967,20,0,0
64.172,23,0,0
64.377,23,20,158
64.582,23,0,0
64.783,23,0,0
64.984,23,0,0
65.188,23,0,0
65.392,23,20,158
65.596,23,0,0
65.799,23,0,0
65.999,23,0,0
66.202,23,0,0
66.404,23,20,158
66.608,23,0,0
66.813,23,0,0
67.016,23,0,0
67.218,25,0,0
67.423,25,20,158
67.626,25,0,0
67.829,25,0,0
68.033,25,0,0
68.236,28,0,0
68.441,28,20,158
68.647,28,0,0
68.848,28,0,0
69.052,28,0,0
69.256,28,0,0
69.461,28,20,158
69.662,28,0,0
69.867,28,0,0
70.072,28,0,0
70.278,27,0,0
70.479,27,20,158
70.682,27,0,0
70.882,27,0,0
71.085,27,0,0
71.292,27,0,0
71.495,27,20,158
71.699,27,0,0
71.900,27,0,0
72.102,27,0,0
72.309,25,0,0
72.513,25,20,158
72.714,25,0,0
72.916,25,0,0
73.119,25,0,0
73.324,23,0,0
73.524,23,20,158
73.728,23,0,0
73.932,23,0,0
74.137,23,0,0
74.341,22,0,0
74.542,22,20,158
74.747,22,0,0
74.948,22,0,0
75.150,22,0,0
75.353,22,0,0
75.554,22,20,158
75.755,22,0,0
75.959,22,0,0
76.160,22,0,0
76.363,23,0,0
76.564,23,20,158
76.767,23,0,0
76.969,23,0,0
77.172,23,0,0
77.376,23,20,158
77.580,23,0,0
77.785,23,0,0
77.990,23,0,0
78.195,23,0,0
78.397,22,20,158
78.597,22,0,0
78.800,22,0,0
79.000,22,0,0
79.203,22,0,0
79.404,23,20,158
79.609,23,0,0
79.815,23,0,0
80.019,23,0,0
80.220,23,0,0
80.425,28,20,158
80.627,28,0,0
80.828,28,0,0
81.030,28,0,0
81.234,28,0,0
81.436,30,20,158
81.639,30,0,0
81.841,30,0,0
82.042,30,0,0
82.243,30,0,0
82.448,30,20,158
82.650,30,0,0
82.851,30,0,0
83.054,30,0,0
83.256,30,0,0
83.459,35,20,158
83.661,35,0,0
83.862,35,0,0
84.063,35,0,0
84.268,35,0,0
84.472,35,20,158
84.675,35,0,0
84.876,35,0,0
85.078,35,0,0
85.282,35,0,0
85.486,28,20,158
85.691,28,0,0
85.891,28,0,0
86.092,28,0,0
86.294,28,0,0
86.497,22,20,158
86.698,22,0,0
86.898,22,0,0
87.102,22,0,0
87.307,22,0,0
87.511,22,10,158
87.714,22,0,0
87.914,22,0,0
88.116,22,0,0
88.319,22,0,0
88.519,22,20,148
88.723,22,0,0
88.927,22,0,0
89.129,22,0,0
89.333,22,0,0
89.535,22,20,158
89.739,22,0,0
89.942,22,0,0
90.145,22,0,0
90.348,22,0,0
90.549,25,20,158
90.753,25,0,0
90.955,25,0,0
91.156,25,0,0
91.361,25,0,0
91.564,30,20,158
91.768,30,0,0
91.970,30,0,0
92.173,30,0,0
92.378,30,0,0
92.582,32,20,158
92.789,32,0,0
92.989,32,0,0
93.192,32,0,0
93.393,32,0,0
93.597,28,20,158
93.802,28,0,0
94.007,28,0,0
94.212,28,0,0
94.413,28,0,0
94.614,27,20,158
94.819,27,0,0
95.022,27,0,0
95.222,27,0,0
95.427,27,0,0
95.632,28,20,158
95.836,28,0,0
96.039,28,0,0
96.241,28,0,0
96.444,28,0,0
96.647,25,20,158
96.853,25,0,0
97.054,25,0,0
97.260,25,0,0
97.462,25,0,0
97.662,28,20,158
97.862,28,0,0
98.063,28,0,0
98.269,28,0,0
98.470,28,20,158
98.671,28,0,0
98.871,28,0,0
99.074,28,0,0
99.275,28,0,0
99.477,28,20,158
99.678,27,0,0
99.883,27,0,0
100.084,27,0,0
100.288,27,0,0
100.489,27,20,158
100.692,27,0,0
100.893,27,0,0
101.094,27,0,0
101.297,27,0,0
101.499,27,20,158
101.700,27,0,0
101.902,32,0,0
102.108,32,0,0
102.312,32,0,0
102.515,32,20,158
102.718,27,0,0
102.923,27,0,0
103.127,27,0,0
103.328,27,0,0
103.529,27,20,158
103.730,28,0,0
103.933,28,0,0
104.133,28,0,0
104.333,28,0,0
104.536,28,20,158
104.740,28,0,0
104.943,28,0,0
105.143,28,0,0
105.344,28,0,0
105.548,28,20,158
105.753,27,0,0
105.955,27,0,0
106.157,27,0,0
106.360,27,0,0
106.563,27,20,158
106.765,25,0,0
106.968,25,0,0
107.171,25,0,0
107.372,25,0,0
107.577,25,20,158
107.779,28,0,0
107.984,28,0,0
108.185,28,0,0
108.388,28,0,0
108.589,28,20,158
108.792,25,0,0
108.995,25,0,0
109.200,25,0,0
109.402,25,0,0
109.603,25,20,158
109.804,25,0,0
110.006,25,0,0
110.209,25,0,0
110.411,25,0,0
110.611,25,20,158
110.815,27,0,0
111.019,27,0,0
111.223,27,0,0
111.426,27,0,0
111.627,27,20,158
111.829,25,0,0
112.032,25,0,0
112.233,25,0,0
112.434,25,0,0
112.637,25,20,158
112.838,23,0,0
113.043,23,0,0
113.248,23,0,0
113.450,23,0,0
113.651,23,20,158
113.855,27,0,0
114.059,27,0,0
114.261,27,0,0
114.462,27,0,0
114.663,27,20,158
114.865,28,0,0
115.066,28,0,0
115.266,28,0,0
115.470,28,0,0
115.675,28,20,158
115.875,25,0,0
116.075,25,0,0
116.277,25,0,0
116.479,25,0,0
116.680,25,20,158
116.883,23,0,0
117.084,23,0,0
117.285,23,0,0
117.488,23,0,0
117.690,23,20,158
117.892,25,0,0
118.095,25,0,0
118.299,25,0,0
118.500,25,0,0
118.703,25,20,158
118.904,20,0,0
119.108,20,0,0
119.312,20,0,0
119.513,20,0,0
119.716,20,20,158
119.917,23,0,0
120.120,23,0,0
120.324,23,0,0
120.526,23,0,0
120.731,23,20,158
120.935,25,0,0
121.138,25,0,0
121.340,25,0,0
121.544,25,0,0
121.749,25,20,158
121.953,27,0,0
122.155,27,0,0
122.359,27,0,0
122.561,27,0,0
122.762,27,20,158
122.964,23,0,0
123.166,23,0,0
123.369,23,0,0
123.572,23,0,0
123.772,23,20,158
123.972,25,0,0
124.175,25,0,0
124.380,25,0,0
124.585,25,0,0
124.788,25,20,158
124.988,22,0,0
125.191,22,0,0
125.395,22,0,0
125.598,22,0,0
125.802,22,20,158
126.004,20,0,0
126.206,20,0,0
126.406,20,0,0
126.609,20,20,158
126.809,20,0,0
127.012,20,0,0
127.213,20,0,0
127.414,20,0,0
127.619,20,20,158
127.824,20,0,0
128.026,20,0,0
128.229,20,0,0
128.431,20,0,0
128.636,20,20,158
128.840,20,0,0
129.043,18,0,0
129.244,18,0,0
129.449,18,0,0
129.653,18,20,158
129.855,18,0,0
130.060,18,0,0
130.263,22,0,0
130.468,22,0,0
130.669,22,20,158
130.874,22,0,0
131.076,22,0,0
131.276,25,0,0
131.481,25,0,0
131.682,25,20,158
131.885,25,0,0
132.090,25,0,0
132.294,25,0,0
132.496,25,0,0
132.700,25,20,158
132.904,25,0,0
133.105,25,0,0
133.310,27,0,0
133.515,27,0,0
133.719,27,20,158
133.925,27,0,0
134.127,27,0,0
134.329,32,0,0
134.534,32,0,0
134.736,32,20,158
134.938,32,0,0
135.140,32,0,0
135.343,27,0,0
135.548,27,0,0
135.752,27,20,158
135.953,27,0,0
136.157,27,0,0
136.358,23,0,0
136.561,23,0,0
136.763,23,20,158
136.965,23,0,0
137.169,23,0,0
137.373,23,0,0
137.579,23,0,0
137.783,23,20,158
137.984,23,0,0
138.189,23,0,0
138.390,25,0,0
138.598,25,0,0
138.800,25,20,158
139.004,25,0,0
139.209,25,0,0
139.410,23,0,0
139.611,23,0,0
139.814,23,20,158
140.018,23,0,0
140.223,23,0,0
140.424,23,0,0
140.626,23,0,0
140.826,23,20,158
141.030,23,0,0
141.233,23,0,0
141.436,25,0,0
141.640,25,0,0
141.844,25,20,158
142.044,25,0,0
142.250,25,0,0
142.450,23,0,0
142.653,23,0,0
142.854,23,20,158
143.056,23,0,0
143.257,23,0,0
143.459,25,0,0
143.664,25,0,0
143.866,25,20,158
144.066,25,0,0
144.269,25,0,0
144.473,25,0,0
144.676,25,0,0
144.877,25,20,158
145.081,25,0,0
145.284,25,0,0
145.487,27,0,0
145.690,27,0,0
145.890,27,20,158
146.095,27,0,0
146.297,27,0,0
146.499,27,0,0
146.701,27,0,0
146.902,27,20,158
147.103,27,0,0
147.308,27,0,0
147.512,28,0,0
147.712,28,0,0
147.912,28,20,158
148.114,28,0,0
148.314,28,0,0
148.516,25,0,0
148.718,25,0,0
148.919,25,20,158
149.124,25,0,0
149.328,25,0,0
149.529,25,0,0
149.732,25,0,0
149.934,25,20,158
150.137,25,0,0
150.342,25,0,0
150.547,23,0,0
150.748,23,0,0
150.950,23,20,158
151.155,23,0,0
151.360,23,0,0
151.564,27,0,0
151.769,27,0,0
151.970,27,20,158
152.171,27,0,0
152.372,27,0,0
152.575,27,0,0
152.779,27,0,0
152.983,27,20,158
153.187,27,0,0
153.390,27,0,0
153.594,28,0,0
153.796,28,20,158
153.997,28,0,0
154.202,28,0,0
154.406,28,0,0
154.611,28,0,0
154.815,28,20,158
155.019,28,0,0
155.221,28,0,0
155.427,28,0,0
155.629,28,0,0
155.829,28,20,158
156.033,28,0,0
156.237,28,0,0
156.442,28,0,0
156.642,27,0,0
156.848,27,20,158
157.051,27,0,0
157.254,27,0,0
157.454,27,0,0
157.656,25,0,0
157.860,25,20,158
158.064,25,0,0
158.264,25,0,0
158.467,25,0,0
158.667,27,0,0
158.870,27,20,158
159.073,27,0,0
159.275,27,0,0
159.478,27,0,0
159.679,25,0,0
159.883,25,20,158
160.088,25,0,0
160.292,25,0,0
160.495,25,0,0
160.698,30,0,0
160.899,30,20,158
161.102,30,0,0
161.304,30,0,0
161.509,30,0,0
161.714,30,0,0
161.919,30,20,158
162.120,30,0,0
162.320,30,0,0
162.524,30,0,0
162.726,32,0,0
162.931,32,20,158
163.137,32,0,0
163.341,32,0,0
163.545,32,0,0
163.750,27,0,0
163.950,27,20,158
164.157,27,0,0
164.357,27,0,0
164.560,27,0,0
164.764,27,0,0
164.970,27,20,158
165.171,27,0,0
165.371,27,0,0
165.576,27,0,0
165.780,27,0,0
165.981,23,20,158
166.183,23,0,0
166.387,23,0,0
166.587,23,0,0
166.792,23,0,0
166.994,20,20,158
167.195,20,0,0
167.398,20,0,0
167.598,20,0,0
167.800,20,0,0
168.003,22,10,158
168.204,22,0,0
168.406,22,0,0
168.609,22,0,0
168.814,22,0,0
169.014,23,20,158
169.215,23,0,0
169.417,23,0,0
169.622,23,0,0
169.822,23,0,0
170.022,27,20,158
170.224,27,0,0
170.430,27,0,0
170.633,27,0,0
170.838,27,0,0
171.040,25,20,158
171.244,25,0,0
171.447,25,0,0
171.650,25,0,0
171.852,25,0,0
172.052,28,20,158
172.256,28,0,0
172.459,28,0,0
172.662,28,0,0
172.864,28,0,0
173.065,25,20,158
173.266,25,0,0
173.467,25,0,0
173.670,25,0,0
173.873,25,20,148
174.076,28,0,0
174.279,28,0,0
174.480,28,0,0
174.681,28,0,0
174.885,28,20,158
175.087,25,0,0
175.291,25,0,0
175.492,25,0,0
175.696,25,0,0
175.896,25,20,158
176.099,25,0,0
176.299,25,0,0
176.501,25,0,0
176.704,25,0,0
176.906,25,20,158
177.107,22,0,0
177.309,22,0,0
177.511,22,0,0
177.711,22,0,0
177.913,22,20,158
178.115,22,0,0
178.317,22,0,0
178.518,22,0,0
178.718,22,0,0
178.920,22,20,158
179.121,17,0,0
179.322,17,0,0
179.528,17,0,0
179.732,17,0,0
179.935,17,20,158
180.139,22,0,0
180.343,22,0,0
180.547,22,0,0
180.750,22,0,0
180.951,22,20,158
181.152,27,0,0
181.354,27,0,0
181.555,27,0,0
181.756,27,0,0
181.957,27,20,158
182.158,32,0,0
182.359,32,0,0
182.563,32,0,0
182.767,32,0,0
182.969,32,20,158
183.171,33,0,0
183.377,33,0,0
183.578,33,0,0
183.780,33,0,0
183.982,33,20,158
184.183,35,0,0
184.384,35,0,0
184.587,35,0,0
184.791,35,0,0
184.992,35,20,158
185.194,30,0,0
185.396,30,0,0
185.597,30,0,0
185.800,30,0,0
186.004,30,20,158
186.209,27,0,0
186.413,27,0,0
186.619,27,0,0
186.823,27,0,0
187.028,27,20,158
187.234,23,0,0
187.436,23,0,0
187.637,23,0,0
187.840,23,0,0
188.040,23,20,158
188.242,25,0,0
188.443,25,0,0
188.648,25,0,0
188.850,25,0,0
189.055,25,20,158
189.256,27,0,0
189.456,27,0,0
189.658,27,0,0
189.860,27,0,0
190.065,27,20,158
190.270,27,0,0
190.474,27,0,0
190.676,27,0,0
190.878,27,0,0
191.078,27,20,158
191.280,27,0,0
191.482,27,0,0
191.689,27,0,0
191.891,27,0,0
192.093,27,20,158
192.294,27,0,0
192.497,27,0,0
192.700,27,0,0
192.902,27,0,0
193.107,27,20,158
193.308,23,0,0
193.511,23,0,0
193.716,23,0,0
193.917,23,0,0
194.120,23,20,158
194.320,22,0,0
194.523,22,0,0
194.725,22,0,0
194.928,22,0,0
195.129,22,20,158
195.332,18,0,0
195.535,18,0,0
195.740,18,0,0
195.942,18,0,0
196.143,18,20,158
196.348,17,0,0
196.550,17,0,0
196.754,17,0,0
196.957,17,0,0
197.158,17,20,158
197.361,18,0,0
197.562,18,0,0
197.762,18,0,0
197.962,18,0,0
198.166,18,20,158
198.367,22,0,0
198.567,22,0,0
198.770,22,0,0
198.972,22,20,158
199.172,22,0,0
199.375,22,0,0
199.579,25,0,0
199.783,25,0,0
199.983,25,20,158
200.188,25,0,0
200.388,25,0,0
200.591,25,0,0
200.792,93,0,0
200.997,93,20,158
201.198,93,0,0
201.400,93,0,0
201.604,93,0,0
201.809,93,0,0
202.012,93,10,158
202.212,93,0,0
202.412,93,0,0
202.615,93,0,0
202.817,93,0,0
203.021,95,20,158
203.223,95,0,0
203.426,95,0,0
203.628,95,0,0
203.830,95,0,0
204.030,93,20,158
204.230,93,0,0
204.431,93,0,0
204.631,93,0,0
204.831,93,0,0
205.036,90,20,158
205.237,90,0,0
205.440,90,0,0
205.644,90,0,0
205.847,90,0,0
206.049,88,20,158
206.251,88,0,0
206.455,88,0,0
206.658,88,0,0
206.863,88,0,0
207.065,25,20,158
207.269,25,0,0
207.475,25,0,0
207.678,25,0,0
207.882,25,0,0
208.084,28,20,158
208.288,28,0,0
208.490,28,0,0
208.694,28,0,0
208.896,28,0,0
209.100,27,20,158
209.305,27,0,0
209.507,27,0,0
209.710,27,0,0
209.911,27,0,0
210.113,27,20,158
210.314,27,0,0
210.519,27,0,0
210.723,27,0,0
210.927,27,0,0
211.129,28,10,158
211.331,28,0,0
211.533,28,0,0
211.733,28,0,0
211.938,28,0,0
212.141,28,20,158
212.341,28,0,0
212.542,28,0,0
212.746,28,0,0
212.947,28,0,0
213.152,27,20,158
213.355,27,0,0
213.560,27,0,0
213.764,27,0,0
213.967,27,0,0
214.170,28,20,148
214.371,28,0,0
214.572,28,0,0
214.777,28,0,0
214.977,28,0,0
215.182,33,20,158
215.386,33,0,0
215.592,33,0,0
215.798,33,0,0
215.999,33,0,0
216.203,30,20,158
216.407,30,0,0
216.609,30,0,0
216.811,30,0,0
217.016,30,0,0
217.217,30,20,158
217.419,30,0,0
217.624,30,0,0
217.827,30,0,0
218.032,30,0,0
218.236,28,20,158
218.438,28,0,0
218.640,28,0,0
218.845,28,0,0
219.047,28,0,0
219.247,27,20,158
219.452,27,0,0
219.657,27,0,0
219.861,27,0,0
220.063,27,0,0
220.267,22,20,158
220.469,22,0,0
220.671,22,0,0
220.875,22,0,0
221.078,22,0,0
221.282,20,20,158
221.488,20,0,0
221.689,20,0,0
221.889,20,0,0
222.092,20,0,0
222.295,20,20,158
222.495,20,0,0
222.700,20,0,0
222.904,20,0,0
223.107,20,0,0
223.309,18,20,158
223.509,18,0,0
223.715,18,0,0
223.919,18,0,0
224.123,18,20,158
224.325,20,0,0
224.529,20,0,0
224.732,20,0,0
224.934,20,0,0
225.138,20,20,158
225.340,20,0,0
225.542,20,0,0
225.746,20,0,0
225.950,20,0,0
226.153,20,20,158
226.358,22,0,0
226.560,22,0,0
226.764,22,0,0
226.967,22,0,0
227.167,22,20,158
227.369,23,0,0
227.573,23,0,0
227.774,23,0,0
227.978,23,0,0
228.181,23,20,158
228.381,25,0,0
228.584,25,0,0
228.784,25,0,0
228.988,25,0,0
229.192,25,20,158
229.392,23,0,0
229.594,23,0,0
229.796,23,0,0
229.998,23,0,0
230.200,23,20,158
230.401,22,0,0
230.605,22,0,0
230.810,22,0,0
231.011,22,0,0
231.213,22,20,158
231.417,18,0,0
231.618,18,0,0
231.820,18,0,0
232.024,18,0,0
232.228,18,20,158
232.430,18,0,0
232.631,20,0,0
232.832,20,0,0
233.035,20,0,0
233.237,20,20,158
233.438,20,0,0
233.639,20,0,0
233.839,20,0,0
234.039,20,0,0
234.242,20,20,158
234.442,20,0,0
234.644,20,0,0
234.847,20,0,0
235.048,20,0,0
235.249,20,20,158
235.450,20,0,0
235.652,27,0,0
235.858,27,0,0
236.059,27,0,0
236.262,27,20,158
236.466,27,0,0
236.672,32,0,0
236.872,32,0,0
237.077,32,0,0
237.281,32,20,158
237.485,32,0,0
237.689,30,0,0
237.892,30,0,0
238.094,30,0,0
238.299,30,20,158
238.502,30,0,0
238.709,33,0,0
238.912,33,0,0
239.112,33,0,0
239.315,33,20,158
239.517,35,0,0
239.718,35,0,0
239.922,35,0,0
240.126,35,0,0
240.329,35,20,158
240.532,35,0,0
240.734,33,0,0
240.938,33,0,0
241.142,33,0,0
241.344,33,20,158
241.548,33,0,0
241.749,33,0,0
241.951,33,0,0
242.155,33,0,0
242.357,33,20,158
242.561,33,0,0
242.763,28,0,0
242.965,28,0,0
243.168,28,0,0
243.370,28,20,158
243.571,28,0,0
243.772,28,0,0
243.975,28,0,0
244.181,28,0,0
244.385,28,20,158
244.590,28,0,0
244.791,30,0,0
244.994,30,0,0
245.198,30,0,0
245.399,30,20,158
245.599,30,0,0
245.801,27,0,0
246.002,27,0,0
246.204,27,0,0
246.408,27,20,158
246.612,27,0,0
246.817,27,0,0
247.020,27,0,0
247.224,27,20,158
247.427,27,0,0
247.631,27,0,0
247.832,28,0,0
248.035,28,0,0
248.236,28,20,158
248.440,28,0,0
248.644,28,0,0
248.848,23,0,0
249.050,23,0,0
249.255,23,20,158
249.455,23,0,0
249.661,23,0,0
249.863,27,0,0
250.068,27,0,0
250.273,27,20,158
250.477,27,0,0
250.682,27,0,0
250.885,27,0,0
251.088,27,0,0
251.290,27,20,158
251.492,27,0,0
251.695,27,0,0
251.896,23,0,0
252.100,23,0,0
252.300,23,20,158
252.504,23,0,0
252.708,23,0,0
252.910,22,0,0
253.111,22,0,0
253.313,22,20,158
253.517,22,0,0
253.721,22,0,0
253.922,20,0,0
254.122,20,0,0
254.325,20,20,158
254.527,20,0,0
254.730,20,0,0
254.932,15,0,0
255.133,15,0,0
255.335,15,20,158
255.540,15,0,0
255.742,15,0,0
255.947,15,0,0
256.150,15,0,0
256.355,15,20,158
256.557,15,0,0
256.760,15,0,0
256.961,18,0,0
257.163,18,0,0
257.368,18,20,158
257.573,18,0,0
257.776,18,0,0
257.980,18,0,0
258.181,18,0,0
258.384,18,20,158
258.589,18,0,0
258.790,18,0,0
258.990,23,0,0
259.193,23,0,0
259.399,23,20,158
259.600,23,0,0
259.803,23,0,0
260.004,22,0,0
260.204,22,0,0
260.408,22,20,158
260.610,22,0,0
260.811,22,0,0
261.013,22,0,0
261.217,22,0,0
261.419,22,20,158
261.622,22,0,0
261.826,22,0,0
262.026,18,0,0
262.227,18,0,0
262.430,18,20,158
262.634,18,0,0
262.836,18,0,0
263.036,18,0,0
263.237,18,0,0
263.439,18,20,158
263.639,18,0,0
263.843,18,0,0
264.046,15,0,0
264.247,15,0,0
264.450,15,20,158
264.652,15,0,0
264.852,15,0,0
265.053,15,0,0
265.256,15,0,0
265.457,15,20,158
265.661,15,0,0
265.866,15,0,0
266.067,18,0,0
266.270,18,0,0
266.472,18,20,158
266.673,18,0,0
266.874,18,0,0
267.076,23,0,0
267.277,23,0,0
267.479,23,20,158
267.683,23,0,0
267.884,23,0,0
268.085,27,0,0
268.289,27,20,158
268.493,27,0,0
268.693,27,0,0
268.896,27,0,0
269.099,25,0,0
269.301,25,20,158
269.501,25,0,0
269.701,25,0,0
269.903,25,0,0
270.107,25,0,0
270.309,28,20,158
270.510,28,0,0
270.711,28,0,0
270.912,28,0,0
271.113,28,0,0
271.317,27,20,158
271.517,27,0,0
271.722,27,0,0
271.926,27,0,0
272.128,27,0,0
272.330,22,20,158
272.533,22,0,0
272.736,22,0,0
272.941,22,0,0
